,Airline Name,Overall_Rating,Review_Title,Review Date,Verified,Review,Aircraft,Type Of Traveller,Seat Type,Route,Date Flown,Seat Comfort,Cabin Staff Service,Food & Beverages,Ground Service,Inflight Entertainment,Wifi & Connectivity,Value For Money,Recommended
7481,Copa Airlines,1,"""customer service by phone is amazing""",28th October 2022,False,"  I must say that Copa Airline's customer service by phone is amazing. I'm travelling in December 2022 and had a few problems with my itinerary (cancellation, changes, etc). I initially bought my tickets through Expedia, but they had wrong information, so I decided to contact Copa directly. Both times I called to make sure everything was ok and to fix problems, they were quick, gave me solutions and fixed my problems. Even though another airline had cancelled, they managed to make it work and found a replacement for me. So I didn't need to call a thousand places. Thank you Copa!",,Couple Leisure,Economy Class,Toronto to Recife via Toronto,October 2022,,,,,,,5.0,yes
7482,Copa Airlines,3,"""The worst airline in the world""",26th October 2022,True,"  The worst airline in the world, our trip was on August 29, they canceled the flight at the last minute, they offered an alternate flight almost until the next day without giving security of the connection in Panama, collecting the luggage was a nightmare, the lady at the counter He did us the favor of transferring us to United Airlines because we needed to reach our destination the same day United Airlines charged us for the full baggage ($160) money that to date I have not been able to recover, there is no direct telephone number to make the claim, only via email and every time I send an email they tell me to wait 19 business days for the refund of the money and from 10 to 10 we already go for 1 month and no money.  La peor Aerolínea de Mundo, nuestro viaje fue el 29 de agosto, cancelaron el vuelo a último minuto, ofrecían un vuelo alterno casi hasta el día siguiente sin dar seguridad de la conexión en Panama, recoger el equipaje fue una pesadilla, la señorita del counter nos hizo el favor de trasladarnos a United Airlines porque necesitábamos llegar a nuestro destino el mismo día United Airlines nos cobró el equipaje completo ($160) dinero que hasta la fecha no he podido recuperar, no existe un numero de teléfono directo para hacer el reclamo, únicamente vía correo electrónico u cada vez que envío un correo me dicen que espere 19 días hábiles para el reintegro del dinero y de 10 en 10 ya vamos por 1 mes y nada del dinero.",,Couple Leisure,Economy Class,San Francisco to Costa Rica via Panama,September 2022,1.0,2.0,1.0,1.0,3.0,1.0,1.0,no
7483,Copa Airlines,1,"""Copa Airlines will not refund""",26th October 2022,True,"  
I had to cancel my flight due to Covid positive results 24hr before the flight. Everything was going well at the beginning when we cancelled the flight/ticket, because we have been informed that they will refund. However, after almost 40 days I have been informed that Copa Airlines will not refund. This action is not fair at all.",,Business,Economy Class,Panama City to Bridgetown,September 2022,,,,3.0,,,1.0,no
7484,Copa Airlines,2,"""no meals served during the flight""",25th October 2022,True,"  Copa has to be the world's worst airline! The plane arrived in Panama City from San Francisco without time to make my flight to Chiclayo, so I had to re-route to Ecuador! No taxi or hotel vouchers or any assistance was offered had I wanted to wait until Friday for the next flight. There were no meals served during the flights. The 737 Max is a horrible plane! Crowded, and the customary video screens are missing. On the return flight to SF, a meal was served. But I could not order a special meal. They charge an atrocious $4.20 surcharge (or more) on the ridiculous $35 bag fee. This is because they force you to pay with a credit card! The returning flight from Quito arrives at midnight, so BART is not running! Avoid this airline at all costs!",Boeing 737 Max,Solo Leisure,Economy Class,San Francisco to Quito via Panama City,October 2022,1.0,4.0,1.0,2.0,1.0,1.0,1.0,no
7485,Copa Airlines,1,"""absolutely shameful and disgraceful""",24th October 2022,True,"  I'll start by saying I really want to like Copa. The staff is really friendly at airports and on board, and they have a wonderful new terminal at PTY now operational. Unfortunately Copa has a unique ability to fail to think through their processes related to the new terminal and completely ruin the passenger experience as a result. They've completely snatched defeat from the jaws of victory, and my experience which I'll relay here is nothing short of Orwellian and bizarre. Having had several subpar experiences at the old terminal (T1), I was really looking forward to using the new terminal (T2) on this trip PTY-MDE-PTY. The outbound flight from PTY was a wonderful opportunity to experience it - the terminal is spacious, clean, modern and efficient - everything that the old terminal isn't. Everything worked well from check in to security, passport control and boarding and I was impressed. All Copa flights depart from the new terminal and everything functioned well. I should've cautioned my enthusiasm after my departure experience as I had no idea what awaited me on my return. On the MDE-PTY return for some odd reason that nobody could explain the Copa arrivals came into the old terminal, which struck me as odd. Why would you build a beautiful new terminal and not use it for all of your flights. Be that as it may, the flight arrived at the old terminal, and I went down to passport control and got through quickly but when I wound up in baggage claim to collect my bag I was astounded to hear that the Copa bags are all delivered to the new terminal. So there I was through passport control and in baggage claim and learned I was in the wrong place. I had to exit baggage claim, make my way to the new terminal via a severely under air-conditioned bus or walk in 30 degree heat and rain. I finally got to T2 but because the baggage claim area is secure, it was not possible to freely enter to collect my bag. Airport personnel insisted I solicit help from Copa to get me inside to get my bag. I spoke with about 6 different Copa employees and spent approximately 30 minutes gaining access. The Copa employees were helpful but not terribly sympathetic. They told me it was totally my fault (blame the customer) that I didn't know the bags were to be delivered and collected at T2 despite a T1 arrival. In my defense I heard no announcement on board, was sent no notification via email or text, was told nothing about this when I checked in for the flight, was given no piece of paper that explained this in Spanish or English, there were no Copa employees who met the plane at the old terminal to advise us to stay airside to go to T2 to collect our bags, and nobody in passport control or baggage claim to explain, no screens advising. In short there was no communication on behalf of the airline to assist passengers. Logically any passenger who arrives in one terminal would expect their bag to arrive in the same terminal. This logic was completely lost on all airport and airline personnel as I tried to collect my bag. I simply cannot understand nor accept that the airline and airport are not at fault by choosing to build a new terminal then not use it, force passengers to walk 1 km in the heat to collect their bags at another terminal and then implementing a a scheme that provides zero information about this to passengers at any stage in the process. It's absolutely shameful and disgraceful in every possible way.",Boeing 737,Solo Leisure,Business Class,Panama to Medellín,October 2022,2.0,4.0,1.0,1.0,1.0,1.0,2.0,no
7486,Copa Airlines,4,"""my seat had been changed""",16th October 2022,True,"  This flight happened almost 3 months ago and they switched my seat last minute. I paid for premium seats, in the 5th row, in a window seat. Upon boarding, I was notified that my seat had been changed.  I had to wait for a new boarding pass while almost everyone else boarded the plane, as the attendant was busy scanning everyone else in and having issues printing my pass so she had to just write the new seat on my existing pass. They switched me to the emergency exit row, in the aisle seat. I watched to see who got my seat and it was a lady with a small child, and children aren't allowed in the exit row so I figured that's why.  Also, their stupid site can have programs in place to notify of seat issues when choosing seats for kids. This ruined my experience by 80%. I had really looked forward to the views from the window leaving my country behind, and the views upon entering a new one. Things would've been even worse if I had to join a customs line after that specific flight but luckily I didn't have to. Just a disappointment because I paid extra.",,Solo Leisure,Premium Economy,Kingston to Medellín via Panama City,July 2022,4.0,4.0,4.0,3.0,,,3.0,yes
7487,Copa Airlines,2,"""gave no solutions to their customers""",14th October 2022,False,"  Disgusting the way they treat their passengers after cancelling a flight. After a 7 hour wait at the airport they gave no solutions to their customers, using an excuse that it was not their fault the flight was cancelled, but that “it was a technical difficulty “. No refunds, and the hotel they provided only offered fixed menus at the restaurant without any options for people who are vegetarian or had health diet restrictions. ",,Solo Leisure,Economy Class,Quito to Los Angeles via Panama,October 2022,2.0,3.0,1.0,1.0,2.0,1.0,1.0,no
7488,Copa Airlines,1,"""Horrible experience""",10th October 2022,False,"  Horrible experience. Waited 8.5 hours at the airport, and the flight was canceled, claiming weather problems, when other aircrafts were flying out. After rescheduling the original flight, we had a delay of 3.5 hours in Panama city, due to lack of airline crew. After arriving in Sao Paulo, another connection delay of 5 hours and change of airport to be able to get to destination, due to lack of professional manners of airline personnel. Do not choose this airline, or you will have the worst airline experience of your life.",Boeing 747,Solo Leisure,Economy Class,,October 2022,2.0,2.0,1.0,1.0,1.0,1.0,1.0,no
7489,Copa Airlines,1,"""Could not check in online""",4th October 2022,False,"  Absolutely horrible airline, avoid at all cost. Could not check in for flight online, had to arrive earlier at airport. I was told there was an aircraft change and only 3 rows of first class. I was seat 3b but somehow was bumped to economy. Took gate agent over 1 hour to figure out. I paid for 1st class ticket but given economy seat for same price. ",Boeing 737,Business,Business Class,Panama to Miami,October 2022,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
7490,Copa Airlines,1,"""unconcerned about their service""",3rd October 2022,True,"  I am a frequent traveler, but I have never dealt with an airline as frustrating as this one.  At the start of my flight I had to surrender my carry on, and I never saw it again. I filed a lost baggage claim in Manaus, and I did not even receive a copy of the claim. The agent told me to photograph the report, which was hand written. Three passengers on the half filled flight lost luggage, including some expensive fishing equipment.  When I arrived in Panama City for my layover the baggage wasn't there, and employees brushed me off for two hours. Since the loss of the bag I have sent two emails to Copa, and I phoned them today. The emails have been unanswered, and the call was futile, I was simply told to send another email for them to ignore. This airline is staffed by incompetent people who are totally unconcerned about their service.",,Solo Leisure,Economy Class,Rio de Janeiro to Miami via Panama City,August 2022,2.0,2.0,2.0,1.0,2.0,1.0,1.0,no
7491,Copa Airlines,1,"""such an incompetent airline"" ",1st October 2022,False,"  Flight was 2 1/2 hours delayed, so Copa knew well in advance there were tons of missed connections in Panama City. They didn't have any employee at the gate to help passengers, not even a sign telling passengers where to rebook. They have TWO customer ""service"" people rebooking a huge line of people. Stood in line for 4 hours after being told on 3 different phone calls that Copa couldn't rebook us over the phone, and we had to stand in line. Waited for 4 hours with no food or water only to be told to go to a hotel for 4 days until we could take the next flight out. What a nightmare and I've never seen such an incompetent airline. ",,Business,Business Class,Medellin to Brasilia via Panama ,September 2022,2.0,2.0,1.0,1.0,3.0,2.0,1.0,no
7492,Copa Airlines,1,"""compensation of 10USD each for food""",29th September 2022,True,"  Never fly with Copa Airlines. Avoid this company. Copa airline took off 2 hours late on our return flight which made us miss our first connection to Santo Domingo then our last flight from Santo Domingo to Guadeloupe. Copa airline refused to put us on another available flight that would have allowed us to catch up with the next flight, the company made us arrive 15 hours late in the end with compensation of 10USD each for food!? The counter staff were completely incompetent and in the end Copa airline left us with no possible correspondence far from home saying that they can't do anything for us anymore that it's because of their system and saying that it's because weather, but weather problems do not clear any company from taking care of its passengers! Ne volez jamais avec copa airline. Evitez cette compagnie. Notre expérience, copa airline a décoller avec 2h de retard sur notre vol retour ce qui nous a fait manquer notre première correspondance vers Saint-Domingue puis notre dernier vol de saint Domingues vers la guadeloupe. Copa air line a refusé de nous mettre sur un autre vol disponible qui nous aurait permis de rattraper le vol suivant, la compagnie nous a fait arriver avec 15h de retard au final avec un dédommagement de 10USD chacun pour manger !? Le personnel de comptoir a été complètement incompétente et au final copa air line nous laissa sans correspondance possible loin de chez nous disant qu'ils ne peuvent plus rien faire pour nous que c'est à cause de leur système et disant que c'est cause de la météo, or les problèmes météo ne dédouane aucune compagnie de prendre en charge ses passagers.",,Couple Leisure,Economy Class,Santo Domingo to Buenos Aires via Panama City,September 2022,1.0,3.0,1.0,1.0,1.0,1.0,1.0,no
7493,Copa Airlines,1,"""not adhere to their policies""",28th September 2022,True,"  I will never again fly COPA airlines. When I first went to check in for my flight, they denied me boarding because I had an emotional support animal (dog) even though their policies clearly state that they allow ESAs (https://www.copaair.com/en/web/us/service-animals). I was forced to purchase a last-minute ticket with GOL to Sao Paulo for a sum of $800. I filed a complaint with COPA, but they refuse to acknowledge the problem or issue any sort of refund or compensation. In Sao Paulo they did allow me to board with my ESA. The flight leaving Sao Paulo was 4 hours late (the flight after mine ended up leaving before mine) which caused me to miss my connecting flight. Overall, COPA is unprofessional, difficult to work with, disorganized and does not adhere to their policies.",,Solo Leisure,Economy Class,Sao Paulo to Miami via Panama,August 2022,2.0,3.0,,1.0,,1.0,1.0,no
7494,Copa Airlines,4,"""selected window seat was reassigned""",26th September 2022,True,  I've flown with Copa Airlines on a couple of occasions. The aircrafts have on both occasions been modern and either new or revamped with good air circulation. Value for money trumps many latin American airlines such as Avianca for sure. The main issue to beware is the customer service. My selected window seat was reassigned without my knowledge or consent. I discovered at the gate that I was reassigned a middle seat and my prior seat given away despite holding a ticket for that seat. On the aircraft I was told that I could ask someone to switch seats (obviously I refused to do that!) and then told I had the option of getting off the aircraft! I emailed the customer service department following the flight and they responded with waffle. Terrible service at every juncture. And this for a frequent flyer with platinum status on a partner airline so who knows how much worse they perform for others.,,Solo Leisure,Economy Class,Medellin to Los Angeles via Panama City,September 2022,2.0,1.0,,1.0,,,3.0,no
7495,Copa Airlines,1,"""Completely unprofessional staff""",21st September 2022,True,"  Completely unprofessional staff in both Punta Cana and Panama airport. Our flight was delayed 4 hours in Punta Cana due to Hurricane Fiona which was totally acceptable. I would not want to fly in bad weather so this decision was well respected and appreciated. The real issue came with the lying staff that works at the airport. I was told in the airport that our connecting flight in Panama to Miami will also be delayed so that we can make it to Miami same day. They proceeded to say that because it is weather related Copa works well with their customers and makes arrangements to delay connecting flights if needed. We were assured that we would get home same day. I traveled with my husband and three minor children, 10 yrs old, 6 yrs old, and 4 months old. We checked in our luggage, including the infants stroller, straight to Miami. Well upon arrival in Panama we were instructed to make huge lines to speak to Copa staff at the counter. Upon seeing this and carrying my baby I walked to the front of the line and spoke to the Supervisor, and asked for assistance since I had a 4 month. Well the supervisor was clearly frustrated and in a bad mood and took that out on me and my family. She told me to look behind at the line and that I needed to make the line. Well I told her that I take priority because of the baby as it had been the entire vacation while traveling. She told me to sit down that she would be with me whenever she could. About 15 minutes went by, me standing there with my 4 month old baby, and she never once looked my way nor did she assist. Finally the other staff member next to her called me over. We then were hit with the surprise that their were no other flights leaving that night and that we would be leaving the next day. At this time I asked for a hotel stay and she responded ""Copa doesn't cover hotel stay due to weather delays"". At this point I was livid. After paying $1800 for our flights, checking in our bags and stroller to Miami because of incompetent staff, standing at 11pm in the Panama airport with no clothes, no baby food, no diapers, nothing, and being told ""we needed to figure it out on our own"" is plain disrespectful. I then wrote a complaint to Copa via email and spoke to  Customer Service, which did absolutely nothing despite the awful experience and treatment that I received with my family.  I will never fly Copa again.",,Family Leisure,Economy Class,Punta Cana to Miami via Panama City,September 2022,1.0,1.0,1.0,1.0,1.0,,1.0,no
7496,Copa Airlines,1,"""the worst airline ever""",17th September 2022,True,"  This is the worst airline ever. Their customer service is terrible. Prior to my departure they “ran out of luggage space onboard the plane” and claim even though I purchased a carryon bag I had to pay a check bag fee so they can throw my carry on under the plane. I ask them if I can place the bag under the seat because it’s small enough to fit. They of course refuse! I was force to pay the fee and throw my bag under. Upon claim my luggage at my destination I discovered my bag was damage! I took pictures and filed a claim with the airline. I even provided them with the recipe showing date of purchase and amount. This was brand new LV bag. The emailed me back a few weeks later stating the would not cover the damaged “due to the fact that the damage presented may be due to inherent use or quality of the baggage.” This was a brand new LV bag, that I purchase a month prior to the trip. I never used it as a checked bag because it’s small enough to fit in the carry on slot. Even though I have pictures, receipt, boarding pass, luggage’s tags and proof of damages they refuse to take responsibility. Their customer service is terrible! Even if they were offering free flights I’d never fly with Copa Airlines again!!",,Couple Leisure,Economy Class,Panama City to Fort Lauderdale,August 2022,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
7497,Copa Airlines,3,"""Avoid if you can""",16th September 2022,True,"  Leaving from San Jose to Panama City, my flight was delayed. There was much confusion and delay in updating the screens of letting the passengers know, they didn't have any satisfying or complete answers concerning any of us being able to get help in Panama with our missed layover to LAX. The flight crew in the cabin did admirably and only gave other passengers seemingly trivial problems. From Panama City to LAX, we had to wait hours after flying in to Panama before even knowing if we'd have flights or where people would be going before reaching their destination. The ground service was laughable, it was one man trying his best albeit not even close to being able to handle the situation with another service member focused on the next flight for the area & sometimes both of them were preoccupied with making announcements or just repeating details to passengers instead of helping us with our issue of being delayed, take that as you will. Others were upset that they would not even adhere to their policies and just intended to let people out to dry due to delays. They were not taking any responsibility for the situation, would not put people up in hotels anymore or give them shuttles or any similar accommodation because as I was told, this was ceased since Covid and that's part of their new restrictions (Allow people to just congest the airport due to delays while also having all over the airport you can't sit or lay down on carpet due to Covid Safety Guidelines) It was so contradicting and beyond that they charged for wifi past 30m unless you paid to stay in an overpriced lounge for 8 hours that I heard from a lady you couldn't even sleep in and they'd keep waking you up to prevent it. Those last two parts are more on the airport than airline but the entire thing was a grossly obvious shakedown. Copa is just aiding and abetting by stranding passengers there instead of helping them. All that being considered, after waiting for hours, I talked to a man that while he gave me questionable reasons for why they couldn't do much and aren't responsible nor had anything else to do than the bare minimum, I was not worried about these other issues as much, I was quite happy he was able to give me a boarding pass for the following morning for my next 2 connections ( I was going from SJO to Panama City to LAX and had my last layover there before finally one additional flight that was with another airline fortunately! ) and he checked all the other flights at my behest to see if I could find something faster or more reasonable. There wasn't but I appreciated the effort and in the SPECIFIC time frame I was talking to him, the speed of getting me what I needed and answering my questions, though I was prepared. All in all, they acted in a way that the idea of a delay was foreign to them, they didn't have any standard procedures to handle it, they had NO sufficient answers and generally no answers to your questions unless you knew what to ask. Be it about luggage, flights, where to stay or what to do. They gave no thought to our situation besides getting us on the next available flight. In my case I had been up for a very long time and was hellbent on getting to the US so I didn't have much in terms of complaints and found the bare minimum acceptable in my case but I sympathized with all the others that got completely f'd over. (Neve rmind, reviews can't contain profanity in effort to censor opinions) Avoid if you can at all reasonable costs.",,Solo Leisure,Economy Class,San Jose to Los Angeles via Panama City,September 2022,2.0,4.0,,1.0,,1.0,2.0,no
7498,Copa Airlines,1,"""takes advantage of everyone""",7th September 2022,True,"  Avoid Copa Airlines at all costs, this company takes advantage of everyone, including Panamanians. I had sent some personal effects by cargo from Canada to Panama because I had finished my studies and could not take them all with me in the flight to Panama. On its arrival, I was asked to make a list of every single thing in the suitcase and list its price (mind you that it was clothes I had worn for years and bed linens, school notes, and other personal effects). These people along with the Customs department blatantly scam people. They claimed the Tact Rate in the Air Waybill was how much I had to pay them, yet it is common knowledge for customs people that this is an arbitrary cost used by freight companies and not the actual shipment costs. For reference, the tact rate was $580, while the amount I had actually paid to send the package was CAD$360. In addition, they insisted on us having to hire a customs broker and on having to pay an arbitrary amount to get it out, basically a bribe, but a bribe you can't get away of. Don't do your business with them, as a Panamanian I'm sorry, but please take your business somewhere else where they don't have the audacity and ignorance to scam you and act like that is the law. ",,Solo Leisure,Economy Class,Panama City to Orlando,September 2022,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
7499,Copa Airlines,1,"""worst airline I have ever travelled""",29th August 2022,True,"  In short the worst airline I have ever travelled with and I am a frequent traveller with regular interaction with airline of varied background. There was no vegetarian option for food despite this being requested at booking time, check in staff extremely rude and unhelpful onboard staff were just doing what's required but no intention of helping extra. All I can say is avoid.",,Solo Leisure,Economy Class,Panama to Toronto,August 2022,3.0,2.0,1.0,1.0,1.0,,3.0,no
7500,Copa Airlines,1,"""I will never recommend this airline""",26th August 2022,True,"  I needed to send my dog from San Francisco to Medellin and had to use Copa Cargo. During the booking process I was misinformed about a document then I had to be the one to call and figure out what I was missing. They had not sent me the form I needed in the initial email and had I not called I would have never known about said document. When we took our dog to Copa Cargo in San Francisco they did not want to accept said document because it had been printed out by our vet and was not an original copy mailed to us, even tho the USDA website clearly states that a completed signed document can be printed by our vet and accepted. We finally got that figured out and they accepted the printed copy because turns out they were wrong and it was allowed to accept that one. Well then in Panamá on our layover we tried to inquire about the well-being of our dog after the flight and we were told at the Copa Service Center that they did not handle that type of thing and that we had to talk to another department. They didn’t even have a phone number or contact for that department tho! The woman at Copa Service Center was no help at all and didn’t take my concerns about my dog seriously. We were fed up and exhausted by this point but it got worse. When we finally landed in Medellin we were not informed about the process of what is needed to successfully and accurately check out our dog from Copa Cargo so we spent an additional 4 hours driving back and fourth from the airport to their cargo building trying to figure out everything that we needed to get our dog. Our dog spent more than 24 hours locked in his kennel, with no food or water because of this airline’s negligence. I will never recommend this airline.",,Solo Leisure,Economy Class,San Francisco to Medellin via Panama City,August 2022,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
7501,Copa Airlines,2,"""airline has sunk to the bottom""",26th August 2022,False,"  This is my return trip from Colombia to Mexico. I will not use this airline again! On the first trip I was in line for 1.5 hours to get a boarding pass although I arrived more than 3 hours early. Staff stood around, gave wrong directions. On the return flight, the attendant told me to wait for a male passenger to assist me to put my backpack in the overhead. I noticed she helped the Latino passengers with their hand luggage. Then she squishes my expensive custom medical pillow in the overhead which may cause it to be unusable. I realize travel is not what it once was; however, this airline has sunk to the bottom.",,Solo Leisure,Economy Class,Cali to Guadalajara via Panama,August 2022,1.0,1.0,,1.0,,,1.0,no
7502,Copa Airlines,2,"""This was the worst experience""",22nd August 2022,True,"  This was the worst experience I have ever had with an airline. The flight got delayed in Bogota-Colombia by an hour. We arrived to Panama late to make connection to another flight going to Chicago. The gate informed us that the flight had already left. Four people going to Chicago including me were stranded at the airport. The airline told us that they were not responsible for anything. We had to look for a place to stay that night which cost an arm and a leg because they have such an inefficient process. Never again, if they can’t honor their connecting flights and it costs you $200 dollars for a hotel and you waste your time you are better off flinging with a better airline.",,Solo Leisure,Economy Class,Bogota to Chicago via Panama City,August 2022,2.0,2.0,1.0,1.0,1.0,1.0,1.0,no
7503,Copa Airlines,1,"""Don’t expect any customer service""",17th August 2022,False,"  This is the worst airline my family has flown with! Food was so terrible. Everything is disorganized, almost no English is spoken by people on the planes or at the counters inside the US or in Panama. They do not take care of your baggage either. Lost my 23k suitcase, and did not provide me with a number to call or any information other than it can take 21 business days for them to find my bag. Everything was horrible except for the leg room in the plane that was decent. Don’t expect any customer service either!",,Family Leisure,Economy Class,Las Vegas to São Paulo via Panama City,August 2022,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no
7504,Copa Airlines,1,"""business class is not worth the money"" ",31st July 2022,True,"  If you can avoid this airline, please you will do yourself a favour. The business class is not worth the money, awful seats, zero entertainment options. ",Boeing 737-800,Family Leisure,Business Class,Guayaquil to Dulles via Panama,July 2022,1.0,1.0,2.0,1.0,1.0,1.0,1.0,no
7505,Copa Airlines,3,"""six people to figure out how to charge my bag""",30th July 2022,True,"  It took Copa almost an hour for no less than six people to figure out how to charge my bag and issue the receipt for it. When I mentioned that an apology would have made the situation easier, they said I would probably be angry even if they had apologized! I guess you can’t expect much from an airline that only serves a tiny bag of plátain chips as a meal in an international flight.",,Solo Leisure,Economy Class,Panamá to Medellin,July 2022,3.0,3.0,1.0,1.0,1.0,,2.0,no
7506,Copa Airlines,1,"""I will never fly with them again""",25th July 2022,False,"  Rude attendants, long delays in Panama Airport with zero amenities. Our trip started with an on time flight to Panama from Boston, we were rushed into the plain 10 minutes before the boarding time, then we were forced to wait for an hour and a half, not taxiing, no explanation. After getting into the air over two hours after our initial departure time we sat in broken chairs, trays that didn't lock, with attendants who didn't speak English. The food was gross, with no ingredient list for those with allergies. You need to sign into  wifi to access movies from 10 years ago with a few non-notable exceptions. The restrooms were dirty from the beginning of the flight. On our return flight we spent two hours in the checkin line. Our connecting flight in Panama was given away to another flight while giving us a two hour delay, in an airport terminal with no restaurants but a Duty free that sells 9$ USD sandwiches. When bring up the 20% compensation for 2 hour delayed flights we were told it was only a 1 hour and 56 minute delay where they didn't have to compensate us at all. I will never fly with them again.",,Couple Leisure,Economy Class,Panama to Boston,July 2022,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
7507,Copa Airlines,1,"""We were seated separately round trip""",17th July 2022,False,"  I’ve been traveling with my wife for over thirty years (hundreds of flights) and never had the issue of being seated separately. We were seated separately round trip. I can only conclude they just don’t pay attention to this, but they kind of seek it.",Boeing 737-800,Family Leisure,Economy Class,San Juan to Mexico City,July 2022,2.0,2.0,3.0,2.0,3.0,,1.0,no
7508,Copa Airlines,1,"""Worst airline ever""",17th July 2022,False,"  The flight was cancelled, and cancelled, constantly the gates were changing. No info provided by staff. We had to spend a night in the airport, they just refused to put people in the hotel. At the same time, not giving info about the flight or IF this flight is gonna happen at all. Worst airline ever!",,Couple Leisure,Economy Class,Panama to San Jose,July 2022,2.0,2.0,,2.0,,,1.0,no
7509,Copa Airlines,1,"""the gate was changed three times and we missed our flight""",16th June 2022,True," I can’t blame the staff necessarily but the gate was changed three times and we missed our flight because there was no announcement message sent and they didn’t update the board to show the new flight change, on our connecting flight we all went to the gate on our ticket and when we got there they said oh no the gate was changed and it was over a kilometre away to the other side of the Panamanian airport, we got there 15 minutes before the flight was supposed to leave but they already had the doors closed and said because everyone had boarded, they were going to leave early and sorry once we close the doors we can’t let you in. Because we missed our flight we missed our pick up ride that was prepaid and our first reservation for the trip.",,Couple Leisure,Economy Class,Panama City to Medellín,June 2022,3.0,3.0,2.0,1.0,1.0,1.0,1.0,no
7510,Copa Airlines,1,"""never fly with this airline again""",16th June 2022,True,"  The staff at Panama Airport lost or stole one of the items I was forced to check in. They charged me $50 US to check in a skateboard with no metal and no wheels on it. This was a gift for my son. When I got home I filed a claim with the company website which said I would receive a reply ‘within 25 days’ (?). The company representative that I finally reached could not find any scans of this item, meaning that it was not scanned at the point of origin and that it was stolen. I will never fly with this airline again. Pay the extra money and fly with a better airline or take a picture of the staff that checks your bags in case you suffer the same fate as I did.",Boeing 737,Solo Leisure,Economy Class,Panama City to Las Vegas,June 2022,3.0,3.0,1.0,1.0,3.0,1.0,1.0,no
7511,Copa Airlines,1,"""gave me the last row seat in the middle""",13th June 2022,True,"  I paid seat selection but they did not allow me to select my seat. They gave me the last row seat in the middle, for me that is the worst seat ever and I did not have a say. Also the food is not good and the entertainment on board is very limited.",,Solo Leisure,Economy Class,Toronto to Lima via Panama,May 2022,1.0,1.0,1.0,1.0,1.0,,1.0,no
7512,Copa Airlines,1,"""No amount of pleading with the staff would change anything""",27th May 2022,True," I paid extra for all my four flights on COPA to have the Exit row seat 17A for the extra legroom. At Panama airport, upon boarding March 1st to Toronto, the ticket agent ran after me and gave me a different boarding pass, putting me into an awkward, painful middle seat 7B (which is not in my listed preferences). No amount of pleading with the staff would change anything. I questioned the man sitting in my 17A seat and he said that he also paid for that seat online. So obviously I was unceremoniously bumped due to double booking by COPA. Such practices should be illegal. The problems they cause do not help the airline's reputation! Then, my backpack could not be stowed because all the overhead bins were full and it ended up being thrown in cargo and sent on the conveyors to Carousel 12 at YYZ, and it was damaged as well. I was absolutely livid at such cavalier abuse of an old man. I completed a post-flight survey with my complaint but have received no satisfactory response to date. I am a 220 lb 72 year-old great-grandfather who endured an awful, painful flight for 6 hours in a middle seat at the hands of COPA. I have since been in touch with COPA Customer Service (that's a joke) who refunded me $26.25 and offered a $50 travel voucher only good for one year. As if I would ever fly with them again if there were other alternatives.",Boeing 737,Solo Leisure,Economy Class,Cali to Toronto via Panama City,March 2022,1.0,2.0,1.0,1.0,3.0,,1.0,no
7513,Copa Airlines,5,"""Impersonal service""",22nd May 2022,True,"  On time performance. Seat / sleep comfort affected by the narrow feet rest area. Impersonal service with generic food. Poor amenity kit. Loud advertising running in a continuous loop until take off, not taking in account the late departure time in the night. Good IFE with terrible outdated film choices. Mediocre headphones.",Boeing 737-900,Business,Business Class,San {Paulo to Quito via Panama City,May 2022,3.0,3.0,2.0,4.0,2.0,,4.0,no
7514,Copa Airlines,1,"""worst airline I've ever witnessed""",19th May 2022,True,"  The airline decides to change our original departure/return times, and we call trying to adjust our flights accordingly a normal procedure for most flights. Copa Air is the biggest scam I've witnessed they basically switched one of our flights to profit off of us by giving us an undesirable flight at 2 am and when we called to correct it they tried to charge us an exorbitant fee of ""$3000"" to return our original departure time of 3pm. This has to be the worst airline I've ever witnessed.  Instead I am forced to pay 300 and rebook with american airlines instead. Disgrace of an airline.",,Solo Leisure,Economy Class,New York  to Medellin via Panam,May 2022,,,,1.0,,,1.0,no
7515,Copa Airlines,1,"""the most incompetent airline""",22nd April 2022,True,"  Bag was submitted at checkin counter in São Paulo CM758 One bag never arrived. 2 bags did arrive ok. When I got to LAX I contact Copa Airline for my missing bag and they told me that would contact me back by email but it been almost 3 mouths and still no contact or help from Copa. I called every week and they put me on hold for one hour and never solve my problem. Missing bag is probably in São Paulo GRU, The ID was attached to the bag and the bag went on conveyor behind checkin desk but I’m not sure where is my bag, Copa airlines did not do anything to find my luggage it like they don’t care and all my clothing is gone. I don’t know what to do anymore to get my bag back or to get hold with Copa. I sent multiple email and no answer. Please don’t flight this Airline they are the worst and the most incompetent airline.",,Family Leisure,Economy Class,Sao Paul to Panama City,January 2022,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
