airline_name,overall_rating,review_date,seat_type,type_of_traveller,is_recommended,verified,seat_comfort,cabin_staff_service,food_&_beverages,ground_service,inflight_entertainment,value_for_money,rating_category
Azerbaijan Airlines,8.0,,Business Class,Business,1,False,4.0,4.0,4.0,4.0,4.0,5.0,High
Azerbaijan Airlines,1.0,2016-10-17,Economy Class,Business,0,False,3.0,3.0,2.0,1.0,2.0,1.0,Low
Azerbaijan Airlines,1.0,2016-09-18,Economy Class,Solo Leisure,1,False,5.0,5.0,5.0,5.0,5.0,5.0,Low
Azerbaijan Airlines,1.0,2016-08-08,Economy Class,Business,1,False,5.0,5.0,5.0,5.0,5.0,5.0,Low
Azerbaijan Airlines,1.0,2016-08-08,Economy Class,Business,1,False,5.0,5.0,5.0,4.0,5.0,5.0,Low
Azerbaijan Airlines,8.0,,Economy Class,Family Leisure,1,False,4.0,5.0,5.0,5.0,3.0,5.0,High
Azerbaijan Airlines,8.0,2016-07-20,Economy Class,Solo Leisure,1,False,4.0,5.0,4.0,3.0,3.0,4.0,High
Azerbaijan Airlines,6.0,2016-05-10,Economy Class,Family Leisure,0,False,3.0,4.0,3.0,4.0,3.0,4.0,Medium
Azerbaijan Airlines,1.0,2016-02-17,Economy Class,Business,0,False,1.0,1.0,1.0,1.0,1.0,1.0,Low
Azerbaijan Airlines,8.0,2016-01-10,Business Class,Solo Leisure,1,False,3.0,4.0,3.0,3.0,2.0,5.0,High
Azerbaijan Airlines,8.0,,Economy Class,Solo Leisure,1,False,4.0,3.0,4.0,5.0,3.0,4.0,High
Azerbaijan Airlines,8.0,2015-12-18,Economy Class,Business,1,False,5.0,5.0,4.0,5.0,4.0,5.0,High
Azerbaijan Airlines,9.0,2015-12-17,Economy Class,Solo Leisure,1,False,5.0,5.0,5.0,4.0,4.0,5.0,High
Azerbaijan Airlines,9.0,,Economy Class,Solo Leisure,1,False,5.0,5.0,5.0,3.0,5.0,5.0,High
Azerbaijan Airlines,9.0,2015-09-17,Business Class,Business,1,False,5.0,5.0,5.0,5.0,3.0,5.0,High
Azerbaijan Airlines,8.0,2015-09-12,Business Class,Solo Leisure,1,False,5.0,4.0,5.0,4.0,2.0,5.0,High
Azerbaijan Airlines,8.0,2015-08-06,Economy Class,Solo Leisure,1,False,5.0,4.0,4.0,5.0,2.0,5.0,High
Azerbaijan Airlines,1.0,2015-07-25,Economy Class,Family Leisure,1,False,5.0,5.0,5.0,5.0,5.0,5.0,Low
Azerbaijan Airlines,9.0,2015-07-07,Economy Class,Solo Leisure,1,False,5.0,5.0,5.0,5.0,2.0,5.0,High
Azerbaijan Airlines,7.0,2014-09-17,Business Class,Unknown,1,False,4.0,1.0,4.0,1.0,3.0,3.0,High
Azerbaijan Airlines,1.0,2014-01-19,Economy Class,Unknown,1,False,4.0,5.0,5.0,1.0,4.0,5.0,Low
Azerbaijan Airlines,8.0,2014-01-14,Economy Class,Unknown,1,False,5.0,4.0,4.0,1.0,0.0,5.0,High
Azerbaijan Airlines,7.0,2013-09-25,Business Class,Unknown,1,False,3.0,4.0,5.0,1.0,3.0,4.0,High
Azerbaijan Airlines,9.0,2013-05-12,Economy Class,Unknown,1,False,5.0,4.0,5.0,1.0,4.0,4.0,High
Azerbaijan Airlines,7.0,2012-08-06,Economy Class,Unknown,1,False,3.0,3.0,2.0,1.0,2.0,4.0,High
Azerbaijan Airlines,1.0,2012-07-09,Business Class,Unknown,1,False,3.0,3.0,2.0,1.0,2.0,4.0,Low
Azerbaijan Airlines,3.0,,Economy Class,Unknown,1,False,3.0,3.0,2.0,1.0,2.0,4.0,Low
Azerbaijan Airlines,9.0,,Economy Class,Unknown,1,False,3.0,3.0,2.0,1.0,2.0,4.0,High
Azerbaijan Airlines,4.0,,Economy Class,Unknown,0,False,3.0,3.0,2.0,1.0,2.0,4.0,Medium
Azerbaijan Airlines,8.0,2010-08-14,Business Class,Unknown,1,False,3.0,3.0,2.0,1.0,2.0,4.0,High
Azerbaijan Airlines,4.0,2009-04-14,Unknown,Unknown,0,False,3.0,3.0,2.0,1.0,2.0,2.0,Medium
Azerbaijan Airlines,1.0,,Unknown,Unknown,0,False,3.0,3.0,2.0,1.0,2.0,2.0,Low
Azerbaijan Airlines,4.0,2008-09-28,Unknown,Unknown,0,False,3.0,3.0,2.0,1.0,2.0,2.0,Medium
Azerbaijan Airlines,3.0,2008-06-19,Unknown,Unknown,0,False,3.0,3.0,2.0,1.0,2.0,2.0,Low
Azerbaijan Airlines,3.0,2008-06-06,Unknown,Unknown,0,False,3.0,3.0,2.0,1.0,2.0,2.0,Low
Azur Air Germany,1.0,2018-07-15,Economy Class,Solo Leisure,0,True,1.0,1.0,1.0,1.0,1.0,1.0,Low
Azur Air Germany,1.0,2018-07-11,Economy Class,Solo Leisure,0,True,1.0,2.0,2.0,1.0,2.0,1.0,Low
BA CityFlyer,7.0,,Economy Class,Solo Leisure,0,False,5.0,5.0,1.0,4.0,2.0,3.0,High
BA CityFlyer,6.0,2022-06-05,Business Class,Couple Leisure,0,False,4.0,1.0,1.0,3.0,2.0,4.0,Medium
BA CityFlyer,8.0,2021-09-26,Business Class,Couple Leisure,1,True,3.0,5.0,4.0,3.0,2.0,4.0,High
BA CityFlyer,9.0,2020-01-08,Economy Class,Family Leisure,1,True,5.0,5.0,4.0,4.0,2.0,5.0,High
BA CityFlyer,7.0,2019-10-29,Economy Class,Couple Leisure,1,True,4.0,4.0,3.0,4.0,2.0,5.0,High
BA CityFlyer,9.0,2019-10-05,Economy Class,Business,1,True,5.0,5.0,4.0,4.0,2.0,4.0,High
BA CityFlyer,5.0,2018-10-16,Business Class,Business,0,True,2.0,3.0,2.0,3.0,2.0,2.0,Medium
BA CityFlyer,9.0,,Economy Class,Solo Leisure,1,False,5.0,4.0,4.0,3.0,2.0,4.0,High
BA CityFlyer,6.0,2018-07-26,Economy Class,Couple Leisure,1,True,5.0,1.0,1.0,5.0,2.0,4.0,Medium
BA CityFlyer,3.0,2018-06-30,Business Class,Couple Leisure,0,True,4.0,1.0,3.0,4.0,2.0,1.0,Low
BA CityFlyer,7.0,2018-05-29,Economy Class,Solo Leisure,1,True,5.0,3.0,4.0,2.0,2.0,2.0,High
BA CityFlyer,1.0,2018-04-29,Economy Class,Solo Leisure,1,True,5.0,5.0,5.0,5.0,2.0,5.0,Low
BA CityFlyer,7.0,2018-04-11,Business Class,Business,1,True,4.0,4.0,3.0,3.0,2.0,3.0,High
BA CityFlyer,8.0,2018-03-28,Economy Class,Business,1,True,4.0,4.0,2.0,4.0,2.0,3.0,High
BA CityFlyer,1.0,2018-03-20,Economy Class,Business,1,True,5.0,5.0,4.0,5.0,2.0,5.0,Low
BA CityFlyer,8.0,2018-02-04,Business Class,Business,1,True,5.0,5.0,3.0,4.0,2.0,5.0,High
BA CityFlyer,8.0,2017-10-17,Economy Class,Business,1,False,4.0,4.0,3.0,3.0,2.0,4.0,High
BA CityFlyer,9.0,2017-09-24,Business Class,Solo Leisure,1,False,3.0,5.0,5.0,3.0,2.0,4.0,High
BA CityFlyer,1.0,2017-05-11,Economy Class,Couple Leisure,1,False,5.0,5.0,5.0,5.0,2.0,5.0,Low
BA CityFlyer,8.0,2017-04-18,Economy Class,Solo Leisure,1,False,4.0,5.0,4.0,5.0,2.0,4.0,High
BA CityFlyer,9.0,2017-03-25,Economy Class,Business,1,False,5.0,5.0,2.0,4.0,2.0,4.0,High
BA CityFlyer,1.0,2017-02-24,Economy Class,Solo Leisure,1,False,5.0,5.0,5.0,5.0,2.0,5.0,Low
BA CityFlyer,1.0,,Economy Class,Business,1,False,5.0,5.0,5.0,5.0,2.0,4.0,Low
BA CityFlyer,5.0,2017-01-28,Business Class,Business,0,False,2.0,3.0,2.0,2.0,2.0,2.0,Medium
BA CityFlyer,1.0,2016-12-16,Business Class,Business,1,False,5.0,5.0,5.0,5.0,2.0,5.0,Low
BA CityFlyer,8.0,2016-08-16,Economy Class,Solo Leisure,1,False,4.0,4.0,4.0,4.0,2.0,4.0,High
BA CityFlyer,1.0,2016-07-30,Economy Class,Couple Leisure,1,False,5.0,5.0,4.0,5.0,2.0,5.0,Low
BA CityFlyer,1.0,2016-06-14,Economy Class,Couple Leisure,1,False,5.0,5.0,5.0,4.0,2.0,5.0,Low
BA CityFlyer,9.0,,Economy Class,Couple Leisure,1,False,4.0,5.0,5.0,2.0,2.0,5.0,High
BA CityFlyer,9.0,2016-04-07,Business Class,Business,1,False,4.0,5.0,5.0,5.0,2.0,5.0,High
BA CityFlyer,8.0,2016-03-27,Economy Class,Solo Leisure,1,False,5.0,5.0,4.0,4.0,2.0,4.0,High
BA CityFlyer,8.0,,Business Class,Solo Leisure,1,False,5.0,5.0,5.0,3.0,2.0,5.0,High
BA CityFlyer,1.0,2016-01-09,Economy Class,Couple Leisure,1,False,5.0,5.0,5.0,5.0,2.0,5.0,Low
BA CityFlyer,1.0,2015-10-11,Business Class,Solo Leisure,1,False,5.0,5.0,5.0,5.0,2.0,5.0,Low
BA CityFlyer,1.0,,Economy Class,Family Leisure,1,False,5.0,5.0,5.0,5.0,2.0,5.0,Low
BA CityFlyer,1.0,2015-06-12,Economy Class,Business,1,False,5.0,5.0,5.0,1.0,2.0,5.0,Low
BA CityFlyer,9.0,2014-10-12,Economy Class,Unknown,1,False,5.0,5.0,4.0,1.0,2.0,4.0,High
BA CityFlyer,8.0,2014-09-09,Economy Class,Unknown,1,False,5.0,4.0,3.0,1.0,2.0,4.0,High
BA CityFlyer,1.0,,Economy Class,Unknown,1,False,4.0,5.0,4.0,1.0,2.0,4.0,Low
BA CityFlyer,1.0,2014-06-04,Economy Class,Unknown,1,False,5.0,5.0,5.0,1.0,2.0,5.0,Low
BA CityFlyer,1.0,,Economy Class,Unknown,1,False,5.0,5.0,4.0,1.0,2.0,5.0,Low
BA CityFlyer,8.0,2014-05-28,Economy Class,Unknown,1,False,5.0,5.0,4.0,1.0,2.0,4.0,High
BA CityFlyer,6.0,2014-01-14,Business Class,Unknown,0,False,3.0,5.0,5.0,1.0,2.0,3.0,Medium
BA CityFlyer,7.0,2013-10-25,Economy Class,Unknown,1,False,5.0,4.0,4.0,1.0,2.0,4.0,High
BA CityFlyer,9.0,2013-10-25,Business Class,Unknown,1,False,4.0,5.0,4.0,1.0,2.0,5.0,High
BA CityFlyer,9.0,2013-09-12,Economy Class,Unknown,1,False,5.0,3.0,2.0,1.0,2.0,4.0,High
BA CityFlyer,1.0,2013-08-26,Economy Class,Unknown,1,False,5.0,5.0,3.0,1.0,2.0,5.0,Low
BA CityFlyer,1.0,,Business Class,Unknown,1,False,5.0,5.0,3.0,1.0,2.0,5.0,Low
BA CityFlyer,6.0,2013-04-16,Business Class,Unknown,1,False,4.0,5.0,5.0,1.0,2.0,4.0,Medium
BA CityFlyer,8.0,,Economy Class,Unknown,1,False,3.0,4.0,3.0,1.0,2.0,4.0,High
BA CityFlyer,1.0,2012-10-09,Economy Class,Unknown,1,False,5.0,5.0,5.0,1.0,2.0,5.0,Low
BA CityFlyer,4.0,,Business Class,Unknown,0,False,3.0,3.0,2.0,1.0,2.0,1.0,Medium
BA CityFlyer,8.0,2012-07-25,Economy Class,Unknown,1,False,3.0,3.0,2.0,1.0,2.0,4.0,High
BA CityFlyer,1.0,2012-07-16,Economy Class,Unknown,1,False,3.0,3.0,2.0,1.0,2.0,4.0,Low
BA CityFlyer,8.0,,Economy Class,Unknown,1,False,3.0,3.0,2.0,1.0,2.0,4.0,High
BA CityFlyer,1.0,2012-04-16,Economy Class,Unknown,1,False,3.0,3.0,2.0,1.0,2.0,4.0,Low
BA CityFlyer,7.0,2011-11-29,Economy Class,Unknown,1,False,3.0,3.0,2.0,1.0,2.0,4.0,High
BA CityFlyer,5.0,2011-11-24,Economy Class,Unknown,1,False,3.0,3.0,2.0,1.0,2.0,4.0,Medium
BA CityFlyer,8.0,2011-09-15,Economy Class,Unknown,1,False,3.0,3.0,2.0,1.0,2.0,4.0,High
BA CityFlyer,1.0,2011-08-17,Economy Class,Unknown,1,False,3.0,3.0,2.0,1.0,2.0,4.0,Low
BA CityFlyer,5.0,2011-07-11,Economy Class,Unknown,1,False,3.0,3.0,2.0,1.0,2.0,4.0,Medium
BA CityFlyer,9.0,2011-06-06,Economy Class,Unknown,1,False,3.0,3.0,2.0,1.0,2.0,4.0,High
BA CityFlyer,2.0,2011-04-26,Business Class,Unknown,0,False,3.0,3.0,2.0,1.0,2.0,1.0,Low
BA CityFlyer,1.0,2011-03-14,Economy Class,Unknown,1,False,3.0,3.0,2.0,1.0,2.0,4.0,Low
BA CityFlyer,8.0,,Economy Class,Unknown,1,False,3.0,3.0,2.0,1.0,2.0,4.0,High
BA CityFlyer,1.0,2010-10-12,Economy Class,Unknown,1,False,3.0,3.0,2.0,1.0,2.0,4.0,Low
BA CityFlyer,1.0,2010-07-06,Business Class,Unknown,1,False,3.0,3.0,2.0,1.0,2.0,4.0,Low
BA CityFlyer,8.0,2010-05-26,Business Class,Unknown,1,False,3.0,3.0,2.0,1.0,2.0,4.0,High
BA CityFlyer,8.0,2010-03-04,Economy Class,Unknown,1,False,3.0,3.0,2.0,1.0,2.0,4.0,High
BA CityFlyer,1.0,,Economy Class,Unknown,0,False,3.0,3.0,2.0,1.0,2.0,1.0,Low
BA CityFlyer,9.0,,Economy Class,Unknown,1,False,3.0,3.0,2.0,1.0,2.0,4.0,High
Badr Airlines,8.0,2017-10-08,Economy Class,Business,1,False,3.0,5.0,5.0,2.0,2.0,4.0,High
Bahamasair,1.0,2023-05-29,Economy Class,Family Leisure,0,True,3.0,1.0,2.0,1.0,2.0,1.0,Low
Bahamasair,1.0,2023-01-10,Economy Class,Family Leisure,0,True,1.0,1.0,2.0,1.0,2.0,1.0,Low
Bahamasair,3.0,2022-12-28,Economy Class,Couple Leisure,0,False,3.0,5.0,2.0,3.0,2.0,2.0,Low
Bahamasair,2.0,2022-12-05,Economy Class,Solo Leisure,0,True,3.0,3.0,2.0,1.0,2.0,1.0,Low
Bahamasair,1.0,2022-09-07,Economy Class,Solo Leisure,0,False,1.0,1.0,1.0,1.0,1.0,1.0,Low
Bahamasair,1.0,2021-11-11,Economy Class,Family Leisure,0,False,1.0,1.0,1.0,1.0,1.0,1.0,Low
Bahamasair,1.0,,Economy Class,Family Leisure,0,False,3.0,3.0,2.0,1.0,2.0,1.0,Low
Bahamasair,1.0,,Economy Class,Family Leisure,0,True,2.0,1.0,2.0,1.0,2.0,1.0,Low
Bahamasair,1.0,2019-12-25,Economy Class,Couple Leisure,0,True,1.0,1.0,1.0,1.0,1.0,1.0,Low
Bahamasair,1.0,2019-12-09,Economy Class,Couple Leisure,0,False,2.0,1.0,2.0,1.0,2.0,1.0,Low
Bahamasair,1.0,2019-12-05,Economy Class,Couple Leisure,0,True,1.0,2.0,2.0,1.0,2.0,2.0,Low
Bahamasair,1.0,,Economy Class,Family Leisure,1,True,5.0,5.0,2.0,5.0,2.0,1.0,Low
Bahamasair,1.0,2019-08-29,Economy Class,Business,0,True,3.0,3.0,2.0,1.0,2.0,1.0,Low
Bahamasair,1.0,2019-08-29,Economy Class,Family Leisure,0,False,1.0,1.0,1.0,1.0,1.0,1.0,Low
Bahamasair,8.0,2019-03-11,Economy Class,Solo Leisure,1,False,4.0,4.0,3.0,3.0,2.0,3.0,High
Bahamasair,1.0,,Economy Class,Couple Leisure,0,False,1.0,1.0,2.0,1.0,2.0,1.0,Low
Bahamasair,1.0,2019-01-13,Economy Class,Family Leisure,0,True,1.0,1.0,1.0,1.0,1.0,1.0,Low
Bahamasair,3.0,2019-01-11,Economy Class,Couple Leisure,0,False,3.0,2.0,3.0,3.0,2.0,2.0,Low
Bahamasair,1.0,2019-01-06,Economy Class,Couple Leisure,0,True,1.0,1.0,2.0,1.0,2.0,1.0,Low
Bahamasair,1.0,2018-12-30,Economy Class,Family Leisure,0,True,3.0,1.0,1.0,1.0,2.0,1.0,Low
Bahamasair,1.0,2018-10-14,Economy Class,Family Leisure,0,True,1.0,2.0,2.0,1.0,2.0,1.0,Low
Bahamasair,1.0,2018-09-05,Economy Class,Family Leisure,0,False,1.0,1.0,2.0,1.0,2.0,1.0,Low
Bahamasair,1.0,,Economy Class,Family Leisure,0,True,1.0,1.0,1.0,1.0,1.0,1.0,Low
Bahamasair,1.0,2018-08-20,Economy Class,Family Leisure,0,True,1.0,1.0,2.0,1.0,2.0,1.0,Low
Bahamasair,6.0,2018-03-20,Economy Class,Solo Leisure,1,True,4.0,5.0,4.0,3.0,2.0,3.0,Medium
Bahamasair,9.0,2018-01-16,Economy Class,Couple Leisure,1,True,4.0,4.0,3.0,4.0,2.0,2.0,High
Bahamasair,1.0,2017-12-18,Economy Class,Couple Leisure,0,True,2.0,2.0,2.0,1.0,2.0,1.0,Low
Bahamasair,1.0,2017-08-20,Economy Class,Solo Leisure,1,False,5.0,5.0,5.0,5.0,5.0,5.0,Low
Bahamasair,1.0,2016-11-28,Economy Class,Business,0,False,3.0,1.0,2.0,1.0,2.0,2.0,Low
Bahamasair,1.0,2016-09-06,Economy Class,Solo Leisure,0,False,2.0,1.0,1.0,1.0,1.0,1.0,Low
Bahamasair,8.0,2016-08-20,Economy Class,Family Leisure,1,False,3.0,5.0,2.0,3.0,2.0,3.0,High
Bahamasair,1.0,2016-07-09,Economy Class,Business,0,False,1.0,1.0,1.0,1.0,1.0,1.0,Low
Bahamasair,2.0,2016-04-07,Economy Class,Couple Leisure,0,False,3.0,1.0,2.0,1.0,2.0,2.0,Low
Bahamasair,8.0,2016-04-04,Economy Class,Couple Leisure,1,False,5.0,4.0,2.0,3.0,2.0,3.0,High
Bahamasair,1.0,,Economy Class,Solo Leisure,0,False,1.0,1.0,2.0,1.0,2.0,1.0,Low
Bahamasair,1.0,2016-02-15,Economy Class,Couple Leisure,0,False,1.0,1.0,2.0,1.0,2.0,1.0,Low
Bahamasair,1.0,2016-02-08,Economy Class,Couple Leisure,0,False,2.0,1.0,2.0,2.0,2.0,1.0,Low
Bahamasair,1.0,2015-10-13,Economy Class,Family Leisure,0,False,1.0,2.0,2.0,1.0,2.0,1.0,Low
Bahamasair,1.0,2015-09-05,Economy Class,Couple Leisure,0,False,1.0,1.0,1.0,1.0,2.0,1.0,Low
Bahamasair,8.0,2015-08-20,Economy Class,Family Leisure,1,False,3.0,1.0,1.0,4.0,2.0,2.0,High
Bahamasair,1.0,2015-08-12,Economy Class,Couple Leisure,0,False,3.0,3.0,2.0,1.0,2.0,1.0,Low
Bahamasair,9.0,2012-02-08,Economy Class,Unknown,1,False,3.0,3.0,2.0,1.0,2.0,4.0,High
Bahamasair,1.0,2011-12-25,Economy Class,Unknown,0,False,3.0,3.0,2.0,1.0,2.0,1.0,Low
Bahamasair,9.0,2011-08-18,Economy Class,Unknown,1,False,3.0,3.0,2.0,1.0,2.0,4.0,High
Bahamasair,1.0,2011-08-04,Economy Class,Unknown,0,False,3.0,3.0,2.0,1.0,2.0,1.0,Low
Bahamasair,1.0,2011-07-29,Economy Class,Unknown,0,False,3.0,3.0,2.0,1.0,2.0,1.0,Low
Bahamasair,1.0,2011-03-16,Economy Class,Unknown,0,False,3.0,3.0,2.0,1.0,2.0,1.0,Low
Bahamasair,1.0,2011-02-24,Economy Class,Unknown,0,False,3.0,3.0,2.0,1.0,2.0,1.0,Low
Bahamasair,2.0,2010-07-24,Unknown,Unknown,0,False,3.0,3.0,2.0,1.0,2.0,2.0,Low
Bahamasair,2.0,2010-04-12,Unknown,Unknown,0,False,3.0,3.0,2.0,1.0,2.0,2.0,Low
Bahamasair,3.0,2008-09-14,Unknown,Unknown,0,False,3.0,3.0,2.0,1.0,2.0,2.0,Low
Bamboo Airways,8.0,2023-06-08,Economy Class,Solo Leisure,1,True,4.0,5.0,2.0,5.0,2.0,5.0,High
Bamboo Airways,1.0,2023-05-29,Business Class,Family Leisure,0,True,3.0,3.0,2.0,1.0,2.0,1.0,Low
Bamboo Airways,1.0,2023-05-25,Economy Class,Family Leisure,1,False,5.0,5.0,5.0,5.0,5.0,5.0,Low
Bamboo Airways,9.0,2023-04-29,Business Class,Solo Leisure,1,True,5.0,5.0,4.0,3.0,3.0,5.0,High
Bamboo Airways,1.0,2023-04-05,Economy Class,Solo Leisure,0,False,3.0,4.0,1.0,1.0,4.0,1.0,Low
Bamboo Airways,1.0,2023-03-13,Economy Class,Business,1,True,5.0,5.0,5.0,5.0,5.0,5.0,Low
Bamboo Airways,9.0,2023-02-26,Business Class,Solo Leisure,1,True,5.0,5.0,4.0,5.0,4.0,5.0,High
Bamboo Airways,2.0,2023-02-14,Business Class,Business,0,True,3.0,4.0,3.0,1.0,2.0,1.0,Low
Bamboo Airways,1.0,2023-01-14,Economy Class,Family Leisure,0,False,1.0,2.0,1.0,1.0,1.0,2.0,Low
Bamboo Airways,2.0,2022-11-18,Economy Class,Family Leisure,0,True,5.0,5.0,5.0,1.0,1.0,5.0,Low
Bamboo Airways,8.0,2022-11-17,Economy Class,Couple Leisure,1,True,4.0,4.0,2.0,4.0,1.0,4.0,High
Bamboo Airways,1.0,2022-10-17,Economy Class,Couple Leisure,0,True,2.0,3.0,1.0,1.0,1.0,1.0,Low
Bamboo Airways,3.0,2022-08-30,Business Class,Business,0,False,2.0,3.0,1.0,3.0,2.0,2.0,Low
Bamboo Airways,1.0,,Economy Class,Solo Leisure,0,True,3.0,3.0,2.0,1.0,2.0,1.0,Low
Bamboo Airways,7.0,2022-08-10,Economy Class,Business,0,True,4.0,4.0,2.0,3.0,2.0,3.0,High
Bamboo Airways,4.0,2022-06-16,Economy Class,Solo Leisure,0,False,2.0,1.0,1.0,1.0,2.0,2.0,Medium
Bamboo Airways,1.0,,Economy Class,Couple Leisure,0,True,1.0,1.0,2.0,1.0,2.0,1.0,Low
Bamboo Airways,9.0,2021-01-04,Economy Class,Family Leisure,1,True,5.0,5.0,3.0,5.0,2.0,5.0,High
Bamboo Airways,1.0,2020-08-18,Economy Class,Solo Leisure,0,True,1.0,2.0,1.0,1.0,2.0,1.0,Low
Bamboo Airways,1.0,2020-07-11,Economy Class,Family Leisure,0,False,3.0,3.0,2.0,1.0,2.0,1.0,Low
Bamboo Airways,9.0,,Economy Class,Family Leisure,1,True,5.0,5.0,5.0,5.0,2.0,5.0,High
Bamboo Airways,1.0,2020-04-05,Economy Class,Couple Leisure,0,True,3.0,3.0,2.0,1.0,2.0,1.0,Low
Bamboo Airways,1.0,2020-03-26,Economy Class,Solo Leisure,0,True,1.0,1.0,1.0,1.0,1.0,1.0,Low
Bamboo Airways,1.0,2020-03-26,Economy Class,Couple Leisure,0,True,3.0,3.0,2.0,1.0,2.0,1.0,Low
Bamboo Airways,1.0,2020-03-26,Economy Class,Couple Leisure,0,True,3.0,3.0,2.0,1.0,2.0,1.0,Low
Bamboo Airways,1.0,2020-03-25,Economy Class,Solo Leisure,0,False,3.0,3.0,2.0,1.0,2.0,1.0,Low
Bamboo Airways,8.0,2020-03-20,Economy Class,Solo Leisure,1,False,5.0,5.0,4.0,2.0,2.0,4.0,High
Bamboo Airways,1.0,2020-03-17,Economy Class,Couple Leisure,0,False,3.0,3.0,2.0,1.0,2.0,1.0,Low
Bamboo Airways,8.0,,Economy Class,Solo Leisure,1,True,4.0,5.0,4.0,5.0,2.0,5.0,High
Bamboo Airways,2.0,2020-02-25,Economy Class,Couple Leisure,0,True,1.0,1.0,1.0,1.0,1.0,1.0,Low
Bamboo Airways,6.0,,Economy Class,Family Leisure,0,True,4.0,4.0,2.0,1.0,2.0,1.0,Medium
Bamboo Airways,9.0,2020-01-07,Economy Class,Solo Leisure,1,True,5.0,5.0,3.0,4.0,2.0,5.0,High
Bamboo Airways,1.0,,Economy Class,Couple Leisure,1,True,5.0,5.0,5.0,5.0,2.0,5.0,Low
Bamboo Airways,1.0,2019-12-15,Economy Class,Solo Leisure,1,True,5.0,5.0,5.0,5.0,5.0,5.0,Low
Bamboo Airways,8.0,,Economy Class,Solo Leisure,1,True,5.0,5.0,4.0,5.0,2.0,5.0,High
Bamboo Airways,1.0,2019-10-11,Business Class,Business,1,True,5.0,5.0,5.0,5.0,5.0,5.0,Low
Bamboo Airways,1.0,,Business Class,Business,1,True,4.0,5.0,5.0,5.0,3.0,5.0,Low
Bangkok Airways,1.0,2023-05-08,Economy Class,Couple Leisure,1,False,5.0,5.0,5.0,5.0,2.0,5.0,Low
Bangkok Airways,8.0,2023-04-28,Economy Class,Solo Leisure,1,True,5.0,5.0,4.0,5.0,2.0,3.0,High
Bangkok Airways,1.0,2023-04-28,Economy Class,Solo Leisure,0,True,5.0,5.0,4.0,5.0,2.0,5.0,Low
Bangkok Airways,8.0,2023-02-07,Economy Class,Solo Leisure,1,True,4.0,5.0,5.0,4.0,2.0,4.0,High
Bangkok Airways,3.0,2023-02-05,Economy Class,Couple Leisure,0,True,3.0,3.0,2.0,2.0,2.0,2.0,Low
Bangkok Airways,8.0,2023-01-20,Economy Class,Couple Leisure,1,True,5.0,4.0,2.0,5.0,2.0,5.0,High
Bangkok Airways,4.0,2023-01-17,Economy Class,Couple Leisure,0,True,2.0,3.0,3.0,2.0,2.0,2.0,Medium
Bangkok Airways,1.0,2022-12-12,Business Class,Solo Leisure,1,False,5.0,5.0,5.0,5.0,2.0,5.0,Low
Bangkok Airways,1.0,2022-12-11,Economy Class,Couple Leisure,1,True,5.0,5.0,5.0,5.0,2.0,5.0,Low
Bangkok Airways,1.0,2022-12-05,Economy Class,Family Leisure,1,True,3.0,5.0,3.0,5.0,2.0,5.0,Low
Bangkok Airways,1.0,,Economy Class,Couple Leisure,0,True,4.0,4.0,1.0,1.0,2.0,1.0,Low
Bangkok Airways,4.0,2022-10-13,Economy Class,Family Leisure,0,True,2.0,2.0,2.0,2.0,2.0,2.0,Medium
Bangkok Airways,1.0,2022-10-06,Economy Class,Family Leisure,1,True,5.0,5.0,5.0,5.0,1.0,5.0,Low
Bangkok Airways,9.0,2022-10-04,Economy Class,Solo Leisure,1,True,4.0,5.0,4.0,5.0,2.0,5.0,High
Bangkok Airways,7.0,2022-09-16,Economy Class,Business,1,True,3.0,5.0,5.0,3.0,2.0,5.0,High
Bangkok Airways,9.0,,Business Class,Couple Leisure,1,True,5.0,5.0,4.0,5.0,2.0,4.0,High
Bangkok Airways,1.0,2022-06-27,Economy Class,Business,0,True,3.0,4.0,2.0,1.0,2.0,2.0,Low
Bangkok Airways,1.0,,Economy Class,Solo Leisure,1,True,5.0,5.0,5.0,5.0,2.0,5.0,Low
Bangkok Airways,1.0,,Economy Class,Couple Leisure,0,True,1.0,1.0,1.0,1.0,1.0,1.0,Low
Bangkok Airways,1.0,,Economy Class,Solo Leisure,1,False,5.0,5.0,5.0,5.0,2.0,5.0,Low
Bangkok Airways,1.0,2021-09-10,Economy Class,Couple Leisure,0,True,1.0,1.0,2.0,1.0,2.0,1.0,Low
Bangkok Airways,1.0,2020-10-11,Economy Class,Solo Leisure,1,False,5.0,5.0,5.0,5.0,5.0,5.0,Low
Bangkok Airways,8.0,,Economy Class,Couple Leisure,1,True,5.0,5.0,5.0,5.0,4.0,4.0,High
Bangkok Airways,9.0,2020-04-15,Economy Class,Solo Leisure,1,False,3.0,3.0,2.0,5.0,2.0,5.0,High
Bangkok Airways,9.0,2020-03-27,Economy Class,Couple Leisure,1,True,5.0,5.0,4.0,4.0,2.0,5.0,High
Bangkok Airways,9.0,,Economy Class,Solo Leisure,1,True,3.0,3.0,2.0,1.0,2.0,5.0,High
Bangkok Airways,1.0,2020-03-12,Economy Class,Couple Leisure,0,False,3.0,3.0,2.0,1.0,2.0,1.0,Low
Bangkok Airways,5.0,2020-03-09,Economy Class,Solo Leisure,1,True,4.0,4.0,4.0,1.0,3.0,4.0,Medium
